,labels
8273,18
42085,18
79339,15
28043,15
79417,13
54851,13
69129,13
88785,15
80118,13
78015,15
53985,15
7264,39
50726,15
44295,16
10730,30
87954,13
46559,15
95167,18
95355,30
3789,15
77300,15
45109,15
20290,16
32325,13
18596,37
13183,30
77799,18
60350,13
60115,18
85965,15
16568,16
68914,13
33791,16
98418,15
17888,13
81593,30
86182,30
50392,18
91575,15
60874,15
52856,15
30873,18
37967,37
57043,15
97140,30
39697,15
63017,13
92869,15
76771,13
41709,16
39603,13
22895,18
6419,15
311,16
12399,0
94952,18
93744,15
50275,21
74225,18
33295,18
17223,16
77676,30
24567,15
95695,12
8971,15
4072,30
48,30
81111,13
61873,16
16752,16
79109,15
31983,37
80447,15
91793,18
6282,16
19021,30
61893,15
14717,15
86625,15
13654,18
61933,6
12626,30
14822,30
51473,13
24293,13
79475,15
20324,39
84189,15
79269,13
94679,13
51270,30
66107,21
5647,16
80406,30
13257,16
98702,18
96745,15
79029,37
25901,0
79053,30
23921,15
12072,15
33004,13
82340,15
81392,15
60273,18
12611,13
59861,15
2143,16
80222,30
1237,15
8544,10
13169,38
83809,15
26701,13
31293,37
67863,18
26687,18
24218,8
21631,13
42103,15
60586,13
88356,13
4143,15
68377,18
30637,18
36170,30
25301,18
71469,15
81401,15
36332,15
26946,16
45873,16
52006,39
17093,15
80716,18
48998,15
60915,18
39723,15
86012,18
98542,12
80206,30
61355,12
90183,13
72800,39
95912,13
56137,18
87049,15
47208,38
45648,15
73753,15
32828,0
5626,15
51336,16
16815,15
77013,15
56368,16
6491,15
99968,15
21517,30
42243,38
70491,13
72133,18
74368,12
20012,15
69461,18
50037,16
38414,29
62472,18
46448,15
44341,15
91528,15
9883,18
98334,15
36803,18
52968,16
85103,13
21831,18
62501,15
84811,15
15984,15
9054,15
28685,13
18625,16
86035,15
58059,16
92966,18
36524,29
88574,13
48073,39
92075,15
65771,13
79,30
30919,37
84886,15
34194,33
48419,18
38375,18
73451,12
77113,13
24597,15
26197,15
12860,6
75337,13
78448,13
10551,18
86169,15
53686,16
46763,13
53274,30
90549,15
66943,13
1667,18
84601,13
9570,18
79066,16
21821,15
6958,30
67823,18
70710,15
90414,13
22601,15
9759,30
90137,15
87061,15
5109,15
90536,15
32061,37
51281,15
86891,15
90849,15
36937,13
34014,15
10172,15
5801,15
79849,15
72259,13
99616,18
99898,15
92100,30
75086,18
4864,30
86397,15
38703,15
98682,15
23634,15
41111,15
55578,30
67663,13
95290,15
33923,18
84259,15
84589,30
24795,15
26369,39
36005,15
87532,15
54319,16
18864,30
60098,15
27529,0
8789,15
80569,13
85728,15
67262,15
31723,18
89462,15
53393,39
9031,16
73126,39
17098,15
7765,13
56440,15
98743,13
39186,15
65902,15
36514,18
10377,15
98110,15
92312,16
82906,38
90392,13
55073,18
34461,13
42843,18
12744,13
57126,18
88588,15
74399,12
37011,15
43509,15
86139,13
84865,18
4614,18
97413,15
94260,15
68206,39
51562,30
31338,15
99118,16
92711,16
66120,13
38451,16
2195,13
80932,15
60730,13
32401,21
74554,13
66357,15
30570,16
78405,0
85845,15
62961,13
53852,13
24486,15
71135,30
79812,18
26293,18
12554,18
68857,15
69600,15
77529,15
25468,18
21010,18
17915,13
63776,13
2905,30
56492,15
92605,15
75986,13
49020,13
30575,18
63335,13
73370,33
80706,13
77281,15
37425,15
46499,15
6481,15
39732,15
76613,18
41871,18
58700,13
35271,30
98272,13
59559,30
75211,15
32594,16
77048,13
47741,18
22400,15
59537,38
46657,18
92162,15
67996,13
40147,16
95319,8
25204,13
21454,0
73078,13
66080,18
3501,15
95773,37
63751,13
9075,13
41744,13
20216,13
24715,16
20225,30
39318,15
94727,15
13530,15
80237,15
79757,15
63225,13
14899,30
58880,30
22045,30
66762,16
82627,30
30583,10
71012,18
40920,18
63336,15
57955,13
56373,30
33104,18
34798,16
38804,13
77727,13
78054,16
31035,18
18856,16
49716,30
99347,15
48159,13
10827,15
45402,30
89579,18
30076,0
72514,13
62359,13
74377,18
32603,29
48148,16
86519,16
2101,15
66670,13
18964,13
59635,30
77474,13
44666,30
11845,15
71442,8
88760,15
74227,15
27099,39
45557,13
60240,15
72690,18
96834,15
48245,30
50986,18
52080,13
3421,18
14979,15
92861,18
12353,16
59638,6
53140,13
9079,13
65259,12
90732,30
17038,30
3849,15
6343,30
92923,15
66236,15
24634,15
22613,30
33927,18
73935,18
83491,18
90568,15
50549,18
1686,15
40651,15
94150,18
85611,15
73836,13
98880,15
48229,15
88116,18
69580,15
2764,15
79377,15
11897,15
32971,13
96296,15
52704,13
3937,15
73208,15
30720,36
70084,30
69376,13
60782,30
68316,8
46492,18
59799,13
23178,15
18525,15
64003,13
29985,15
24408,30
825,15
60107,15
62983,39
5036,37
5818,13
75991,16
66576,13
72040,30
8989,15
48152,16
61632,16
6816,38
79821,13
94008,18
83772,13
52124,39
75456,15
27205,15
93330,15
91870,15
92991,30
73552,18
68877,30
77426,15
7168,13
5774,15
39848,10
34218,15
70039,13
83989,15
46212,30
12956,16
47335,15
76944,15
16514,18
71201,18
96316,39
12403,15
1793,15
68340,13
16820,15
21974,30
8004,15
64328,0
19756,15
64684,15
10817,15
59450,18
32769,13
57129,16
25820,18
83495,39
35084,15
48810,16
49144,39
38336,30
54501,0
54675,15
26835,30
23790,13
55548,15
64299,13
32344,13
71507,16
27723,15
58536,15
1322,15
34133,15
77445,15
2790,30
42914,39
38491,15
2678,15
49287,13
31563,16
99079,30
46932,15
21530,13
9176,6
85458,39
94798,39
14669,13
37762,15
91065,18
65573,13
73635,15
42165,35
28208,15
62446,16
12059,13
64237,13
58751,16
65018,30
61094,13
8844,18
34288,15
65507,18
86656,13
36429,18
18303,39
84572,15
24927,18
21458,15
47961,16
45413,16
46290,39
71436,13
26934,16
80880,13
15286,18
31070,21
11863,10
71868,13
89779,15
43201,18
23454,16
11648,13
43157,30
50499,39
81290,16
52098,15
79704,30
99928,13
37474,30
74061,18
40243,33
73729,18
39243,10
77387,18
91306,30
98825,15
59353,39
10017,15
49581,15
27525,15
83147,15
40306,39
18975,13
32380,21
7317,18
14762,30
37473,30
64164,18
61374,13
17489,18
87654,15
55370,12
93028,30
25191,39
28002,30
73087,13
41059,15
95207,15
43639,18
29150,13
78060,15
60910,18
23864,38
27296,13
80951,15
68036,29
53458,18
92575,29
686,15
71481,18
84910,15
79558,15
34792,16
33380,30
22144,18
18922,15
97297,15
55970,30
71966,13
63254,30
87854,30
38507,15
9939,13
63748,18
91667,13
30000,15
92417,15
76828,15
82222,30
73855,16
54860,33
95538,13
61170,18
5297,18
11633,39
24926,13
48844,30
72687,18
82409,15
86564,18
49695,15
1580,16
74174,30
53485,15
94075,15
33845,15
45249,16
44828,13
87852,15
76085,23
75385,18
46675,30
64160,18
85983,15
40768,13
62125,15
85689,15
43695,13
26959,8
98514,15
440,18
77421,15
2777,30
38706,15
98914,30
47693,16
21727,30
11988,10
62116,13
26843,18
810,16
8691,30
24671,13
2662,15
60523,39
98513,15
92716,18
73627,13
36755,15
97985,15
56212,18
85756,18
82965,15
64882,0
83265,15
83625,15
49373,13
73884,15
56564,30
66580,15
3662,13
43409,13
46904,16
86254,13
46647,15
15223,18
56906,15
99130,37
27598,0
61298,12
57098,15
35358,15
50109,18
96337,15
55031,15
99015,15
39644,15
37093,13
70644,36
85750,15
13889,15
28080,29
52512,18
93436,16
843,16
21024,30
34473,13
4785,13
44932,15
76806,15
17732,15
43150,15
57413,18
13220,15
96512,16
61898,33
20471,30
16042,18
98344,15
84183,39
54871,13
48065,15
40141,16
20352,13
66728,13
74144,13
32109,13
30216,15
64041,18
16082,15
38562,15
31348,15
7108,18
44188,29
73463,29
98567,15
44701,13
3727,15
23662,15
59267,15
28696,18
42318,30
54855,13
66559,33
24349,38
71956,16
2920,15
93965,15
67339,15
97907,39
30135,15
60784,9
4275,30
97162,18
49904,30
86361,18
27948,18
31000,15
4705,15
34681,18
67036,18
90897,15
27936,13
69533,15
919,16
94725,18
81460,16
58237,15
7722,18
97168,18
53217,13
42130,30
85755,15
93208,15
70511,15
31360,18
74827,13
86368,13
53068,16
93653,13
92767,33
86240,15
25563,13
7257,15
28830,15
30239,15
84302,16
53609,15
63622,15
39650,13
7886,15
80323,15
5312,30
76460,37
27474,30
81495,18
38464,13
84239,15
70979,30
97262,21
43511,16
55081,15
10222,16
50925,39
43847,13
22897,5
84156,13
62573,15
10989,0
66992,18
26542,15
48283,18
27498,39
74653,15
47979,13
6657,18
94209,30
55992,13
38282,30
80510,18
73613,13
93107,15
22592,23
38528,13
43732,13
51785,6
87094,16
70096,13
73789,13
46464,18
72309,13
21678,15
26105,15
10567,15
64968,16
95837,13
53797,18
53473,18
40541,30
2979,39
99252,15
24778,13
72653,30
12829,37
16826,16
34661,15
44940,13
11972,15
15372,15
69745,30
5520,15
20195,13
39999,15
85221,15
16991,30
94655,15
96008,16
15451,16
65198,13
15522,13
61301,13
96803,15
11193,18
26192,21
69894,12
18064,18
30864,16
67591,13
70095,15
6451,13
16506,15
7555,30
68176,13
4446,30
79454,15
7179,15
99291,15
65077,30
27533,0
76927,30
13642,10
5810,18
9158,39
71000,30
16358,13
3710,15
33391,8
84142,5
59420,15
23674,16
76004,15
19271,15
806,15
67793,30
39610,6
99984,15
19785,21
91209,30
91792,18
98860,18
50863,13
10414,15
94509,15
40359,18
82471,15
87381,15
18147,30
40262,15
7781,15
64303,18
69582,15
96323,15
23149,13
89816,18
88011,15
87076,30
39707,36
9350,0
78917,15
40281,13
30537,15
30335,15
14818,13
9153,13
21771,13
68841,13
1999,15
66348,13
93842,15
45826,15
94054,15
49886,13
20677,15
86216,13
27379,30
99743,29
4353,30
10789,13
88035,39
82670,30
59207,13
83202,15
24457,30
80091,13
78111,15
77642,15
11353,15
61177,18
55001,0
63032,39
78673,30
54235,18
35653,18
22073,13
34761,15
84544,37
24624,15
72162,13
6136,15
80203,15
15008,15
89885,15
42329,30
18020,15
53135,13
16573,15
83424,8
99579,16
37941,13
67806,18
17186,15
82862,15
88674,15
8457,23
54731,18
15901,18
79943,39
49482,15
94337,13
54872,33
61668,18
9343,13
22905,13
86174,13
11281,13
32757,39
16505,16
87527,16
6846,6
73465,29
61670,21
75099,13
78052,13
61635,13
19637,15
32657,29
96408,5
37075,18
65677,13
92893,13
1485,15
57745,39
45120,15
62918,18
53045,18
57808,10
53874,39
19692,15
68814,13
98697,15
24963,30
19752,30
17641,18
96594,13
76680,16
76798,15
80629,13
61076,16
90519,13
30915,16
2613,15
58551,16
90019,15
37531,13
39028,30
78559,15
68410,18
55839,18
63282,5
39823,10
77729,15
46898,15
58409,18
30540,13
90282,15
80658,18
72187,13
81792,13
88618,15
78570,18
69280,13
4485,18
92198,15
71287,13
73599,12
99148,13
1111,15
98237,15
70149,15
80155,13
51432,13
73321,33
68356,13
51710,15
48883,15
3448,13
49372,18
62341,6
81417,23
94866,30
6847,29
27959,15
2575,15
89322,13
97276,13
59323,13
85403,18
41314,16
45519,18
99433,15
36372,0
37771,15
11309,15
47828,18
28917,39
28915,39
41357,15
51649,13
8307,15
8939,15
26563,16
73530,30
668,30
42699,10
98352,12
13764,13
82257,18
47620,13
42288,15
65461,15
91554,18
80245,15
8604,18
61421,13
71282,30
4217,15
27316,29
89900,13
95429,15
12412,13
32584,13
26668,16
8197,0
67861,15
41658,13
82591,12
82160,18
19671,13
71506,16
54454,30
42813,15
80523,18
89087,5
88061,39
85898,13
8109,13
60852,30
59477,30
26958,15
46810,15
94001,15
57312,39
42419,16
34428,15
90973,16
19679,13
83327,15
93721,30
45972,18
63367,15
76416,18
54191,15
41834,13
8679,13
22241,13
7266,15
33588,30
19499,16
77187,18
70540,15
82569,16
73135,13
10787,0
5799,15
4326,30
92324,15
59673,39
65668,18
70583,13
97014,8
9289,15
54565,30
45689,13
91294,15
52489,15
33685,37
89536,16
83953,15
39884,16
51308,16
81503,30
8030,15
7161,15
67096,18
64216,15
9572,39
13322,15
47417,15
55849,18
22249,13
60111,15
93540,13
67255,18
89874,12
92765,30
19346,30
37406,18
37194,18
99266,13
96652,18
48721,18
29091,18
46432,30
94042,13
79145,15
42691,30
83015,15
56045,15
31571,15
2909,15
33058,15
18790,13
90302,30
23030,18
57963,16
33759,18
31147,18
79163,15
23643,13
53701,30
67808,30
92814,15
33223,13
31101,5
40942,15
64228,13
77232,15
99439,15
88105,13
77267,18
58104,15
6826,38
26331,15
35041,15
35861,30
98252,15
57292,13
53043,18
36140,15
72,16
33345,15
35361,15
99009,13
47001,13
5666,13
90644,15
4822,15
44359,15
4533,38
81999,18
9005,15
51249,15
81049,30
58244,15
81486,30
19532,16
36058,15
42147,6
95081,15
83637,18
92903,15
3787,15
56172,15
23108,15
57466,15
43682,18
98964,15
29695,21
96103,13
64304,10
57289,15
88410,15
88413,16
33248,13
23932,15
4584,21
26678,16
61121,13
43642,39
11939,18
52167,18
45498,15
41215,16
23803,15
62783,13
99273,15
88227,15
46148,15
16889,13
2427,30
89183,21
51316,15
6640,16
86889,15
58415,13
76998,15
5693,18
71786,15
41321,15
97494,16
74035,39
55027,15
48553,15
803,15
50393,16
29293,21
85642,15
26132,18
17484,38
45193,0
10337,21
85985,18
46209,30
30586,15
380,18
83088,15
60626,18
79087,15
91942,15
39962,13
9214,15
65360,13
91518,15
92062,15
16582,15
65402,18
80411,15
64144,18
51201,18
51450,13
42220,38
9046,15
28741,15
42224,15
65977,21
55639,5
26654,13
81589,39
60693,30
58105,18
44456,23
79128,0
67675,0
59050,13
68693,12
36785,30
75884,30
60723,13
71595,13
29624,12
49505,18
14799,18
93678,13
72548,18
52754,15
6242,15
32533,29
38551,15
11563,15
41641,15
54089,13
1721,15
53147,16
52782,18
39490,15
24272,15
69882,13
8254,15
65364,15
2949,30
41159,16
91536,15
59913,15
40948,5
63904,13
33105,15
27024,30
76934,13
78693,15
7158,15
40300,30
66022,30
51158,16
74697,13
17649,15
71006,18
31291,37
53073,15
19567,15
22605,15
65912,13
31247,18
42325,18
63903,13
89303,13
22050,15
92514,30
85226,15
32174,37
80219,16
71514,15
3300,30
82177,30
37968,18
73462,18
98112,37
42898,30
76933,18
60557,15
29299,15
39118,13
80493,30
16103,6
61709,13
99753,15
74806,13
36980,37
62175,13
49665,13
54352,13
32331,13
78805,16
55711,23
53421,13
42496,15
42245,38
29678,15
93804,30
50955,39
34730,13
44771,23
51604,21
33555,15
96500,16
25907,13
25768,18
32744,16
39844,16
30079,39
61620,39
20214,15
56293,16
72079,18
82043,30
91842,16
42948,13
42926,30
69404,23
24564,15
47789,18
47196,15
21368,30
13974,15
63589,30
77349,15
28216,38
58254,39
89324,15
784,15
25338,16
61808,15
43801,13
97160,13
98547,13
60517,30
91005,18
16308,30
62878,16
48621,13
84169,15
86183,13
66193,21
40284,13
41093,18
90984,39
52235,16
19230,36
61205,13
67059,13
18978,13
32598,18
11895,37
13350,15
61907,13
82318,16
27614,39
36859,30
55398,13
10065,15
43184,35
14580,16
73763,13
19790,21
4256,30
8188,0
58379,13
91805,15
50519,18
45782,30
78225,18
21870,13
43075,13
86504,18
86403,15
69426,15
39572,13
95762,16
97949,15
69844,12
20287,15
37969,18
32733,15
48832,30
48127,15
26191,15
39253,0
35615,30
83512,18
55131,13
81629,13
40290,13
99271,15
25698,21
28770,16
62015,15
59947,15
11880,30
13881,15
17096,30
50198,13
52152,39
38228,15
71265,30
78944,18
49932,18
30143,15
4023,15
69732,15
74698,18
15353,30
66793,13
32898,0
19664,13
91061,13
90046,18
79655,15
30925,15
22584,15
47038,13
15464,18
89587,15
20493,30
2203,15
32429,18
25818,18
48841,15
49501,15
64398,16
55666,15
58414,15
50137,15
76720,13
28456,15
21493,16
54746,18
80230,39
80462,16
10193,10
42182,35
23025,18
86322,18
70223,13
68439,13
24763,30
61797,18
68354,13
1032,30
99115,16
32017,15
12172,30
31111,15
57576,18
62990,13
25062,16
12872,18
43467,15
10076,15
46636,16
96118,30
35906,15
43148,13
55480,30
31399,18
40882,15
12931,15
57597,16
78282,15
59105,16
18206,16
3952,18
80307,8
12712,16
84960,30
84655,30
39638,27
71205,13
93337,15
68430,13
37187,13
77302,15
52439,15
3108,15
46236,30
7094,15
38007,15
11696,30
19091,15
70301,13
36296,15
5322,15
40256,15
62949,39
59547,18
89332,29
22194,37
7062,13
70328,15
91271,23
50417,30
4147,13
53281,15
35183,15
92159,15
40000,16
14311,15
51373,13
64639,13
12447,0
45032,18
26421,15
94362,18
58262,15
30732,18
40357,18
82628,15
88854,21
93919,30
62569,18
58763,15
69193,16
18399,15
86363,10
86632,15
1461,18
81407,16
21996,13
92604,13
8257,15
24410,15
92000,15
49181,16
80094,13
4585,15
53515,18
52121,39
95843,15
61553,13
84128,16
69631,15
17437,15
17369,30
72398,30
90194,15
55017,15
4188,16
93909,5
63728,13
56672,13
92492,18
14999,13
84841,13
83431,18
11551,30
69819,30
11103,15
77197,13
18021,16
56570,30
51459,13
82959,18
11288,13
36722,13
86084,13
93400,18
3796,15
62630,16
6297,39
60537,30
6243,15
49177,23
40173,39
72149,30
41087,18
28341,30
695,15
81783,15
58851,30
11926,10
42671,16
12525,18
94048,10
70895,13
44918,16
16843,0
95885,29
64555,15
95589,30
35919,15
51132,15
22029,30
56324,15
25499,16
21191,29
81565,15
9592,39
7768,13
54402,15
81604,15
14870,30
83497,15
559,15
75067,13
8884,10
37825,18
4354,15
70105,9
92935,12
77579,13
578,15
63951,13
69334,15
66485,15
19161,13
70704,15
5001,13
82275,13
18860,15
21602,13
61629,13
92907,15
67209,13
81874,15
15918,30
53050,18
28376,37
25549,30
60495,18
81859,18
82317,15
67897,18
4027,15
78793,30
45017,18
34967,15
36496,30
79158,15
91613,15
18647,30
32798,15
7832,13
22111,30
56183,15
542,13
18938,15
3556,13
70519,21
84429,15
10237,16
73642,16
36619,39
95649,13
10610,16
66563,30
43952,15
13308,15
3983,16
82807,13
4255,39
20341,13
48048,13
9437,0
3070,13
78579,18
22713,15
23331,30
24737,15
70027,13
24289,13
61032,16
17778,16
92404,22
92377,15
5027,30
9840,18
42995,13
62384,13
77766,15
1734,15
22904,18
3403,13
32905,15
73501,30
97596,15
6168,15
33000,18
19575,13
86502,18
72735,13
8804,18
84949,18
99941,15
36153,18
47877,18
54774,15
46816,15
20134,16
12274,16
36892,39
31801,30
80109,15
81178,16
21775,13
5242,16
73366,15
45872,15
78632,15
15678,15
83513,13
54061,18
51138,23
82366,15
34241,37
75833,21
56026,15
6645,15
90650,15
78021,15
23085,18
6307,18
97503,15
53610,15
39024,30
32700,10
82136,15
54810,15
55294,13
46001,18
41423,37
67067,13
49126,18
64133,13
63321,30
47118,16
72039,18
62593,39
27809,13
89756,15
73706,13
19303,15
75563,15
40757,15
15282,30
78572,33
86620,18
59889,38
96688,15
15779,16
18806,15
45420,15
43595,18
34287,16
95023,15
24210,30
50491,13
31090,15
6809,18
38503,18
96582,13
2177,15
55797,15
30084,30
51535,15
13459,13
18899,16
97854,15
98027,18
28573,30
25466,15
31008,15
13122,0
50201,13
65014,30
56414,18
52474,18
52253,39
30985,15
83324,15
64998,18
99140,15
70601,15
41149,13
42985,15
30498,15
64207,15
80101,13
4720,15
91607,13
31087,15
92004,18
93410,39
11106,30
38737,16
96033,15
43262,13
93738,16
66325,13
83857,15
16480,30
36586,15
9380,15
58212,13
1706,18
40533,15
29755,13
62879,15
61163,15
9748,15
13563,0
14538,18
85085,15
97277,15
3935,15
47986,30
7514,13
32608,13
22770,15
46100,16
28509,13
51340,16
77338,16
53993,15
62091,13
98070,15
110,13
60956,39
28821,39
85315,15
84037,13
3591,13
57682,15
21226,13
59151,13
68540,30
44686,15
87129,16
24643,30
28200,15
61063,13
95235,15
90982,13
54234,13
77868,15
55523,13
17262,21
38,39
58344,18
39437,15
23923,15
21038,15
44718,15
75608,15
42247,15
58653,13
8641,13
71810,13
93773,39
56242,13
71768,16
83383,15
6651,21
86552,13
48133,15
855,16
49414,15
46305,15
76231,15
4989,30
22104,15
8469,13
10396,18
46733,18
68584,30
40570,13
92033,15
56707,39
8889,18
32710,39
97019,18
50509,18
89245,15
73722,13
15163,15
89398,18
27327,16
16768,15
43675,18
20463,39
28248,30
64176,15
39510,30
76405,15
10530,18
93127,13
42697,30
56283,16
99223,15
23142,18
67858,13
76925,15
98369,15
97056,15
97050,15
25579,27
59739,13
1629,38
80005,13
65144,15
80142,15
7750,15
61403,13
47116,16
9379,0
41278,13
85917,13
40939,16
83563,30
17338,13
60049,15
21116,15
16258,15
18846,15
99346,18
49593,13
67065,17
98094,15
84414,15
44433,39
74673,15
73211,0
96700,15
33478,39
8631,15
58207,15
78865,15
79527,13
46372,18
99727,13
57333,30
2286,13
50803,15
58290,15
61618,39
65645,13
74604,18
61940,18
57592,15
81619,13
4708,15
85595,18
19004,13
3413,13
53146,30
53260,16
30492,15
71024,16
89543,39
92508,15
87573,15
88313,15
79717,16
14164,15
42737,18
29830,29
28967,13
49067,39
14861,15
64768,15
27717,13
64877,13
92071,13
57888,13
96685,15
68769,39
39705,13
62734,15
27112,30
406,15
27371,30
70971,13
5152,16
74803,15
62782,13
92400,15
29092,18
65238,13
59375,16
7142,30
21446,30
4364,15
40850,16
54811,13
98350,15
68668,18
84543,15
26138,13
77615,15
44516,18
7967,30
44394,16
98633,13
63995,13
83697,13
39350,6
96134,15
46704,30
9072,13
20198,15
3325,39
78123,13
72873,8
6872,15
25641,0
3606,30
30898,13
57874,18
3023,18
15817,18
6071,13
46938,15
84664,15
34080,15
28665,13
66075,15
79493,13
42446,15
4039,18
7719,15
76190,15
81590,15
92158,13
72737,13
80329,15
66776,18
83543,15
11678,13
73129,30
78598,39
37878,10
7911,13
41846,15
3101,30
99075,15
46043,16
94490,13
38437,21
52959,18
70717,15
66173,13
15845,18
3542,13
10949,37
1569,39
256,15
44938,15
24840,30
38319,13
74894,13
9746,13
65854,13
44789,15
36474,18
34523,30
73328,18
10431,21
30441,18
70981,0
77880,15
4549,16
49493,18
28440,18
81306,16
70101,9
49734,15
96532,15
9250,15
75094,13
1458,15
73691,15
14884,18
20930,27
77181,16
63113,13
84675,13
22058,15
69134,13
85399,15
85893,18
65896,16
49640,16
80365,13
81453,13
84055,16
98300,15
52873,18
96039,15
99119,16
44408,15
95217,16
60180,13
74023,13
77379,18
94451,18
69924,18
95607,15
41787,15
35200,15
16715,16
17631,15
37317,30
8299,16
64929,0
81555,5
98288,18
79312,15
82549,30
67932,13
74632,30
66889,30
60868,13
51589,39
64647,18
35800,16
22986,15
35736,15
83579,15
95508,15
64954,13
81985,16
30582,18
61489,18
52915,30
53506,15
33597,16
82566,18
2317,13
19350,38
98794,15
46129,16
31501,18
56066,15
13576,21
22496,15
59153,37
75064,13
66492,18
28013,13
35851,13
77469,18
37085,13
49655,15
47316,36
14300,30
34918,15
40797,15
26833,37
32312,13
93260,15
33692,18
79631,39
70707,30
45039,15
39226,30
93587,13
4942,18
91441,23
25974,16
19355,15
86789,30
71927,13
69248,13
37500,13
27905,29
11004,0
27189,18
55533,16
28383,13
50089,16
25728,18
68420,13
49721,8
45036,39
77490,21
48429,30
1454,21
76627,18
45676,13
28005,13
26287,15
80381,30
87584,3
17283,15
10264,12
86326,15
31251,15
64422,0
55404,13
19516,30
22658,15
29320,37
86948,15
62381,15
91774,15
19673,13
13440,15
12205,13
60575,13
45984,15
32644,18
47520,16
31883,30
88630,39
62169,15
7502,15
63618,13
14786,30
45514,15
83433,15
76681,15
49322,15
22948,15
30285,18
65415,38
93379,13
98815,15
77069,18
38560,18
11668,15
58121,13
32767,13
19040,39
43343,18
97116,15
2981,15
59448,13
80702,30
78663,15
86095,13
48042,15
86768,15
14093,15
8263,18
37028,16
34060,16
32445,15
93760,13
60202,15
66611,18
20987,18
74371,13
28954,37
83604,13
96135,15
47951,16
91393,18
42732,30
88401,18
63149,18
45890,15
22437,15
91785,13
65341,15
76486,15
34788,16
25927,37
46703,16
85712,15
80051,15
41642,13
26566,15
86640,21
9619,18
44192,39
82888,18
26270,30
73417,18
64920,13
73418,18
74880,15
54387,30
9623,18
92585,13
36132,15
57500,15
16788,15
63671,13
89119,13
63366,16
69468,13
98946,15
88552,21
30785,15
10546,30
29235,13
76456,13
98796,15
87611,13
70260,16
30891,13
25002,16
1676,30
73327,13
42569,6
33423,15
65253,18
52564,15
32138,18
31003,15
12216,13
82178,15
36588,30
23765,30
48600,15
76992,15
74281,18
57818,21
95122,15
64951,15
72256,18
56116,18
86662,10
51613,13
94457,13
29295,16
58269,15
23929,15
41282,13
60126,16
27207,18
85993,13
96466,13
74149,29
88490,30
50029,15
48681,18
27711,13
32081,18
92634,15
41180,30
80755,15
86888,15
3765,18
12318,15
45384,18
51680,30
60288,13
67653,30
30823,36
87749,39
28355,18
37994,13
56353,15
55888,13
80148,13
89348,15
65761,39
73839,16
27233,15
27068,13
36540,13
94068,5
39548,15
25445,13
71560,30
42947,13
24619,0
17161,15
9256,13
39179,13
56149,15
41175,13
49136,18
5452,18
80496,30
50296,33
62995,16
85613,30
52003,13
12834,15
83516,13
43825,13
27670,15
64598,13
40745,15
91016,15
29180,18
45854,15
15807,15
15158,16
37328,15
84621,15
61201,15
61165,30
71446,13
78995,13
14553,15
48484,16
33161,15
30209,15
93177,16
39466,16
79067,15
5846,18
5241,16
76003,15
85475,15
62084,13
35521,15
72406,30
59959,16
69322,0
70367,13
82647,15
84553,15
10756,39
37064,15
11202,13
16611,16
8149,15
33134,15
46073,18
28711,18
55261,30
35049,30
28889,37
52277,15
75820,15
91955,15
28062,18
40857,21
53223,13
67954,30
13197,38
33700,18
92339,15
22999,18
11449,13
24881,18
6792,18
32871,30
71220,13
89335,15
73195,18
48571,13
75037,16
85906,18
746,16
8899,5
19652,13
76714,13
29,16
61111,13
81250,15
2135,30
9254,15
35685,15
94257,15
94523,15
69205,12
74087,30
77815,15
32108,13
13099,18
22089,16
79961,30
33884,18
65849,16
83611,30
96277,13
87891,18
50429,18
34677,30
26927,15
81574,13
44518,13
84555,15
32408,16
77706,13
11523,10
61054,18
96901,15
77697,16
1846,18
97155,13
14738,15
17487,15
40786,15
12533,15
31009,15
1086,13
64547,18
27644,30
90179,15
38963,15
14368,16
26302,0
68144,18
60009,15
55220,15
75398,15
77478,15
44613,18
38729,15
17611,13
70133,36
96406,15
63847,13
61864,15
81656,15
77172,18
93878,15
86471,15
94308,15
15093,30
85455,15
38396,8
86134,15
122,30
32381,21
39023,21
57286,16
96124,15
26871,30
32020,18
48402,18
17430,15
22653,18
83609,18
73059,13
67183,13
23683,18
54525,39
52895,18
53013,18
19421,18
7152,30
2454,13
1124,15
26807,15
33653,30
17419,15
35819,18
99604,15
72976,13
65768,13
9421,0
77604,15
96642,13
71636,15
8896,30
40862,15
57481,13
32933,37
31096,27
59485,0
95596,15
5943,13
14117,15
54558,30
8878,30
41623,15
50860,13
11075,15
53229,18
47593,15
75357,15
9940,6
79085,15
46479,38
82386,13
87660,37
92967,15
68017,18
71190,16
63046,18
68199,13
82091,15
87322,18
86986,15
42721,13
27908,30
84853,16
2879,15
64764,15
29010,0
62925,8
69430,13
75859,18
54283,18
44967,13
7541,15
69454,0
72087,15
84161,13
2831,39
6274,15
64080,39
752,0
9769,30
92608,15
43165,15
13746,13
48053,13
92078,15
89910,16
4378,18
28183,15
88017,26
72006,33
16962,16
81140,16
69386,15
34714,13
43125,15
87662,13
15017,18
57969,15
63485,13
99060,15
12636,0
36596,15
329,16
84472,15
27203,18
590,16
98526,15
38924,15
16533,15
79007,15
35958,8
82169,15
38607,0
82113,30
48952,30
42176,30
17711,15
43377,18
90138,13
87602,18
22034,39
79203,15
83214,30
3607,13
37343,13
3548,15
95470,13
66094,13
98659,30
91401,15
41077,30
33452,16
53633,13
52628,16
42335,13
85276,16
10527,15
70796,13
